DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
03/02/2019;2301.27;46370.73;48672.00;2028.00;6718;205;6923
04/02/2019;2541.38;46130.62;48672.00;2028.00;9621;53;9674
05/02/2019;2830.93;45841.07;48672.00;2028.00;10834;70;10904
06/02/2019;3024.02;45647.98;48672.00;2028.00;10987;69;11056
07/02/2019;3007.27;45664.73;48672.00;2028.00;11180;122;11302
08/02/2019;3062.73;45609.27;48672.00;2028.00;11044;108;11152
09/02/2019;2446.47;46225.53;48672.00;2028.00;7766;219;7985
10/02/2019;2150.00;46522.00;48672.00;2028.00;6383;174;6557
11/02/2019;2685.65;45986.35;48672.00;2028.00;10205;124;10329
12/02/2019;2925.18;45746.82;48672.00;2028.00;11037;74;11111
13/02/2019;3040.13;45631.87;48672.00;2028.00;11401;63;11464
14/02/2019;3313.37;45358.63;48672.00;2028.00;11540;70;11610
15/02/2019;3239.22;45432.78;48672.00;2028.00;11201;172;11373
16/02/2019;2776.03;45895.97;48672.00;2028.00;8272;321;8593
17/02/2019;2582.12;46089.88;48672.00;2028.00;7433;260;7693
18/02/2019;2712.52;45959.48;48672.00;2028.00;10275;98;10373
19/02/2019;2976.08;45695.92;48672.00;2028.00;11389;94;11483
20/02/2019;3277.00;45395.00;48672.00;2028.00;11375;125;11500
21/02/2019;3180.27;45491.73;48672.00;2028.00;11759;113;11872
22/02/2019;3276.87;45395.13;48672.00;2028.00;11708;131;11839
23/02/2019;2747.03;45924.97;48672.00;2028.00;8183;305;8488
24/02/2019;2753.35;45918.65;48672.00;2028.00;7677;306;7983
25/02/2019;3153.85;45518.15;48672.00;2028.00;10859;133;10992
26/02/2019;3275.82;45396.18;48672.00;2028.00;12013;93;12106
27/02/2019;3329.03;45342.97;48672.00;2028.00;12144;92;12236
28/02/2019;3465.22;45206.78;48672.00;2028.00;12247;174;12421
01/03/2019;3411.23;45260.77;48672.00;2028.00;11960;160;12120
02/03/2019;2984.90;45687.10;48672.00;2028.00;8729;343;9072
03/03/2019;2731.20;45940.80;48672.00;2028.00;7441;382;7823
04/03/2019;2909.07;45762.93;48672.00;2028.00;10185;168;10353
05/03/2019;3171.02;45500.98;48672.00;2028.00;11558;140;11698
06/03/2019;2190.75;46481.25;48672.00;2028.00;8264;33;8297
07/03/2019;2918.88;45753.12;48672.00;2028.00;11273;41;11314
08/03/2019;3466.33;45205.67;48672.00;2028.00;12050;93;12143
09/03/2019;3031.27;45640.73;48672.00;2028.00;8538;272;8810
10/03/2019;3089.48;45582.52;48672.00;2028.00;8361;331;8692
11/03/2019;3125.50;45546.50;48672.00;2028.00;11603;139;11742
12/03/2019;3408.12;45263.88;48672.00;2028.00;12468;82;12550
13/03/2019;3154.53;45517.47;48672.00;2028.00;12115;68;12183
14/03/2019;3275.17;45396.83;48672.00;2028.00;12469;36;12505
15/03/2019;3594.28;45077.72;48672.00;2028.00;12642;127;12769
16/03/2019;3262.43;45409.57;48672.00;2028.00;9305;303;9608
17/03/2019;2947.63;45724.37;48672.00;2028.00;8264;317;8581
18/03/2019;2934.40;45737.60;48672.00;2028.00;10701;91;10792
19/03/2019;3068.25;45603.75;48672.00;2028.00;11491;64;11555
20/03/2019;3182.03;45489.97;48672.00;2028.00;12079;43;12122
21/03/2019;3284.38;45387.62;48672.00;2028.00;12284;102;12386
22/03/2019;3606.68;45065.32;48672.00;2028.00;12361;124;12485
23/03/2019;2992.03;45679.97;48672.00;2028.00;8807;348;9155
24/03/2019;3024.33;45647.67;48672.00;2028.00;8421;289;8710
25/03/2019;3109.88;45562.12;48672.00;2028.00;11643;101;11744
26/03/2019;3285.50;45386.50;48672.00;2028.00;12383;62;12445
27/03/2019;3424.97;45247.03;48672.00;2028.00;12579;48;12627
28/03/2019;3565.28;45106.72;48672.00;2028.00;12736;66;12802
29/03/2019;3501.92;45170.08;48672.00;2028.00;12202;136;12338
30/03/2019;2998.20;45673.80;48672.00;2028.00;8832;303;9135
31/03/2019;2051.13;45748.66;47799.79;2078.25;6038;109;6147
01/04/2019;2994.93;45677.07;48672.00;2028.00;10889;77;10966
02/04/2019;3116.48;45555.52;48672.00;2028.00;11884;78;11962
03/04/2019;3129.27;45542.73;48672.00;2028.00;12067;73;12140
04/04/2019;3285.07;45386.93;48672.00;2028.00;12149;64;12213
05/04/2019;2114.95;46557.05;48672.00;2028.00;7394;45;7439
06/04/2019;1967.43;46704.57;48672.00;2028.00;6157;81;6238
07/04/2019;2006.52;46665.48;48672.00;2028.00;5658;133;5791
08/04/2019;2309.12;46362.88;48672.00;2028.00;8671;67;8738
09/04/2019;2524.37;46147.63;48672.00;2028.00;9828;42;9870
10/04/2019;3099.87;45572.13;48672.00;2028.00;11477;60;11537
11/04/2019;3182.35;45489.65;48672.00;2028.00;11988;39;12027
12/04/2019;3446.70;45225.30;48672.00;2028.00;11997;90;12087
13/04/2019;2998.95;45673.05;48672.00;2028.00;8517;253;8770
14/04/2019;2911.65;45760.35;48672.00;2028.00;7717;334;8051
15/04/2019;2734.43;45937.57;48672.00;2028.00;9422;215;9637
16/04/2019;2803.15;45868.85;48672.00;2028.00;9803;205;10008
17/04/2019;2290.33;46381.67;48672.00;2028.00;8110;197;8307
18/04/2019;698.8;47973.20;48672.00;2028.00;1881;20;1901
19/04/2019;798.53;47873.47;48672.00;2028.00;2125;47;2172
20/04/2019;1626.83;47045.17;48672.00;2028.00;4300;266;4566
21/04/2019;1630.93;47041.07;48672.00;2028.00;4679;151;4830
22/04/2019;2729.03;45942.97;48672.00;2028.00;9985;127;10112
23/04/2019;2222.27;46449.73;48672.00;2028.00;8378;41;8419
24/04/2019;988.13;47683.87;48672.00;2028.00;3130;4;3134
25/04/2019;2762.95;45909.05;48672.00;2028.00;10511;58;10569
26/04/2019;3574.63;45097.37;48672.00;2028.00;12236;140;12376
27/04/2019;3629.12;45042.88;48672.00;2028.00;10038;357;10395
28/04/2019;3522.22;45149.78;48672.00;2028.00;9501;478;9979
29/04/2019;3507.08;44878.78;48385.86;2016.08;12410;176;12586
30/04/2019;3645.33;44565.12;48210.45;2008.77;12961;160;13121
01/05/2019;2889.32;45782.68;48672.00;2028.00;7816;266;8082
02/05/2019;2767.03;45904.97;48672.00;2028.00;7566;366;7932
03/05/2019;2828.32;45843.68;48672.00;2028.00;8918;303;9221
04/05/2019;2743.08;45928.92;48672.00;2028.00;7592;484;8076
05/05/2019;2794.03;45877.97;48672.00;2028.00;7589;420;8009
06/05/2019;3349.80;45322.20;48672.00;2028.00;12144;191;12335
07/05/2019;3644.77;44737.71;48382.48;2015.94;13414;112;13526
08/05/2019;3388.17;45283.83;48672.00;2028.00;12463;100;12563
09/05/2019;3741.32;44930.68;48672.00;2028.00;13559;132;13691
10/05/2019;3893.48;44778.52;48672.00;2028.00;13633;207;13840
11/05/2019;3666.90;45005.10;48672.00;2028.00;10727;379;11106
12/05/2019;3488.42;45133.48;48621.90;2025.91;9785;376;10161
13/05/2019;3930.68;44385.21;48315.89;2013.16;13329;151;13480
14/05/2019;4202.22;44469.78;48672.00;2028.00;14817;97;14914
15/05/2019;3708.87;44963.13;48672.00;2028.00;11475;238;11713
16/05/2019;3825.15;44846.85;48672.00;2028.00;13822;135;13957
17/05/2019;3327.55;45344.45;48672.00;2028.00;12104;103;12207
18/05/2019;2937.55;45734.45;48672.00;2028.00;9054;265;9319
19/05/2019;2979.27;45692.73;48672.00;2028.00;8984;240;9224
20/05/2019;3463.32;45208.68;48672.00;2028.00;12648;133;12781
21/05/2019;3784.62;44887.38;48672.00;2028.00;13876;104;13980
22/05/2019;3922.48;44749.52;48672.00;2028.00;14444;128;14572
23/05/2019;4179.07;44492.93;48672.00;2028.00;14623;134;14757
24/05/2019;4325.00;44899.00;49224.00;2051.00;14628;189;14817
25/05/2019;3374.73;45849.27;49224.00;2051.00;10151;391;10542
26/05/2019;3354.25;45857.44;49211.69;2050.49;9984;319;10303
27/05/2019;3762.02;44909.98;48672.00;2028.00;13497;156;13653
28/05/2019;3944.22;44999.81;48944.03;2039.33;14175;100;14275
29/05/2019;3883.78;45340.22;49224.00;2051.00;14349;114;14463
30/05/2019;4303.87;44920.13;49224.00;2051.00;14866;142;15008
31/05/2019;4385.95;44838.05;49224.00;2051.00;14237;244;14481
01/06/2019;3574.75;45572.80;49147.55;2047.81;10287;304;10591
02/06/2019;3387.12;45614.17;49001.29;2041.72;9707;311;10018
03/06/2019;3835.48;44658.47;48493.95;2020.58;13647;125;13772
04/06/2019;4208.30;44012.02;48220.32;2009.18;14813;119;14932
05/06/2019;4079.27;44858.40;48937.67;2039.07;14230;102;14332
06/06/2019;4195.33;45028.67;49224.00;2051.00;14659;122;14781
07/06/2019;4025.50;45198.50;49224.00;2051.00;13697;126;13823
08/06/2019;3321.33;45729.74;49051.07;2043.79;9794;359;10153
09/06/2019;3142.32;45112.12;48254.44;2010.60;9286;271;9557
10/06/2019;3750.23;44509.25;48259.48;2010.81;13345;162;13507
11/06/2019;3779.88;45319.78;49099.66;2045.82;13696;104;13800
12/06/2019;4158.52;45065.48;49224.00;2051.00;14305;203;14508
13/06/2019;4169.67;45054.33;49224.00;2051.00;14681;157;14838
14/06/2019;4116.13;45107.87;49224.00;2051.00;14178;132;14310
15/06/2019;3133.97;46090.03;49224.00;2051.00;9586;260;9846
16/06/2019;3104.90;45974.06;49078.96;2044.96;8859;277;9136
17/06/2019;3895.27;45328.73;49224.00;2051.00;13437;124;13561
18/06/2019;4096.85;45050.00;49146.85;2047.79;14704;140;14844
19/06/2019;4151.62;45550.24;49701.86;2070.91;14795;133;14928
20/06/2019;4196.35;45989.02;50185.37;2091.06;15206;84;15290
21/06/2019;4116.18;45452.54;49568.72;2065.36;14380;122;14502
22/06/2019;2950.60;46438.77;49389.37;2057.89;9596;220;9816
23/06/2019;3081.12;46340.25;49421.37;2059.22;9154;270;9424
24/06/2019;3705.37;45556.83;49262.20;2052.59;13496;135;13631
25/06/2019;4007.45;45056.82;49064.27;2044.34;14698;162;14860
26/06/2019;4123.08;43880.43;48003.51;2000.15;14895;124;15019
27/06/2019;4121.63;43499.23;47620.86;1984.20;14801;99;14900
28/06/2019;3773.35;43605.38;47378.73;1974.11;13711;120;13831
29/06/2019;2949.07;44115.14;47064.21;1961.01;9293;183;9476
30/06/2019;2665.18;43683.35;46348.53;1931.19;8453;179;8632
01/07/2019;3232.02;41857.13;45089.15;1878.71;13339;102;13441
02/07/2019;3858.57;40886.22;44744.79;1864.37;14110;120;14230
03/07/2019;3986.33;40820.32;44806.65;1866.94;14288;99;14387
04/07/2019;4077.85;40421.88;44499.73;1854.16;14481;149;14630
05/07/2019;3882.38;40314.89;44197.27;1841.55;13325;113;13438
06/07/2019;2792.38;40746.20;43538.58;1814.11;8568;145;8713
07/07/2019;2817.07;40316.41;43133.48;1797.23;7882;159;8041
08/07/2019;3581.88;40855.27;44437.15;1851.55;12644;139;12783
09/07/2019;3807.43;39684.31;43491.74;1812.16;13842;156;13998
10/07/2019;3706.18;38954.02;42660.20;1777.51;14007;135;14142
11/07/2019;3734.15;38149.28;41883.43;1745.14;13793;105;13898
12/07/2019;3502.37;38594.93;42097.30;1754.05;12532;106;12638
13/07/2019;2496.72;39330.20;41826.92;1742.79;8058;192;8250
14/07/2019;2531.25;39567.12;42098.37;1754.10;7638;181;7819
15/07/2019;3295.38;38394.94;41690.32;1737.10;12117;68;12185
16/07/2019;3654.03;37576.14;41230.17;1717.92;13346;99;13445
17/07/2019;3841.50;38240.85;42082.35;1753.43;13831;135;13966
18/07/2019;3737.68;38522.90;42260.58;1760.86;13917;114;14031
19/07/2019;3409.27;38952.47;42361.74;1765.07;12398;111;12509
20/07/2019;2317.43;40393.58;42711.01;1779.63;7642;204;7846
21/07/2019;2230.17;40334.62;42564.79;1773.53;7049;144;7193
22/07/2019;3275.02;39619.51;42894.53;1787.27;12110;137;12247
23/07/2019;3296.40;39705.66;43002.06;1791.75;12242;71;12313
24/07/2019;3665.85;39679.51;43345.36;1806.06;13379;95;13474
25/07/2019;3579.70;39897.76;43477.46;1811.56;13265;114;13379
26/07/2019;3422.10;40684.38;44106.48;1837.77;12163;115;12278
27/07/2019;2518.50;41436.61;43955.11;1831.46;7782;204;7986
28/07/2019;2411.33;42018.34;44429.67;1851.24;7213;195;7408
29/07/2019;3204.60;40884.34;44088.94;1837.04;11815;79;11894
30/07/2019;3536.72;40406.58;43943.30;1830.97;12653;111;12764
31/07/2019;3380.18;40145.06;43525.24;1813.55;12465;75;12540
01/08/2019;3340.60;39467.65;42808.25;1783.68;12183;123;12306
02/08/2019;2976.42;39517.07;42493.49;1770.56;10746;113;10859
03/08/2019;2175.30;40382.35;42557.65;1773.24;6807;183;6990
04/08/2019;2194.05;40918.55;43112.60;1796.36;6350;261;6611
05/08/2019;2638.47;40710.59;43349.06;1806.21;9548;187;9735
06/08/2019;2939.23;40316.90;43256.13;1802.34;10501;158;10659
07/08/2019;3115.30;40295.02;43410.32;1808.76;10755;195;10950
08/08/2019;3019.25;40293.42;43312.67;1804.69;10448;90;10538
09/08/2019;2729.60;40570.03;43299.63;1804.15;9229;135;9364
10/08/2019;1932.58;41777.42;43710.00;1821.25;6066;137;6203
11/08/2019;1902.75;41898.56;43801.31;1825.05;5636;186;5822
12/08/2019;2419.43;41472.77;43892.20;1828.84;8413;79;8492
13/08/2019;2532.33;41345.09;43877.42;1828.23;8812;84;8896
14/08/2019;2437.47;41856.72;44294.19;1845.59;8543;72;8615
15/08/2019;1882.93;42335.44;44218.37;1842.43;5653;143;5796
16/08/2019;1955.02;43209.63;45164.65;1881.86;6499;130;6629
17/08/2019;1612.68;44220.06;45832.74;1909.70;5249;99;5348
18/08/2019;1780.45;43672.99;45453.44;1893.89;5223;108;5331
19/08/2019;2427.10;42858.11;45285.21;1886.88;8660;83;8743
20/08/2019;2622.85;43668.25;46291.10;1928.80;9296;84;9380
21/08/2019;2746.60;43875.87;46622.47;1942.60;9656;133;9789
22/08/2019;2823.02;43873.96;46696.98;1945.71;10009;151;10160
23/08/2019;3770.22;44799.62;48569.84;2023.74;9386;174;9560
24/08/2019;2145.02;45372.59;47517.61;1979.90;6694;209;6903
25/08/2019;2073.83;45746.89;47820.72;1992.53;6327;192;6519
26/08/2019;1840.68;46386.20;48226.88;2009.45;6417;73;6490
27/08/2019;2983.07;45625.59;48608.66;2025.36;10903;120;11023
28/08/2019;3334.35;45479.47;48813.82;2033.91;11862;91;11953
29/08/2019;3561.72;45249.48;48811.20;2033.80;12462;123;12585
30/08/2019;2866.53;45978.92;48845.45;2035.23;10261;84;10345
31/08/2019;2756.18;46290.82;49047.00;2043.63;8529;233;8762
01/09/2019;2914.17;46562.93;49477.10;2061.55;8646;173;8819
02/09/2019;3794.08;45935.79;49729.87;2072.08;13305;86;13391
03/09/2019;4060.30;46499.82;50560.12;2106.67;14696;72;14768
04/09/2019;4410.67;46684.71;51095.38;2128.97;15229;115;15344
05/09/2019;4463.60;47121.00;51584.60;2149.36;15238;159;15397
06/09/2019;4027.75;48260.45;52288.20;2178.68;14176;144;14320
07/09/2019;3107.43;48807.30;51914.73;2163.11;9778;186;9964
08/09/2019;3318.53;48520.17;51838.70;2159.95;9631;229;9860
09/09/2019;4085.90;47360.69;51446.59;2143.61;14218;62;14280
10/09/2019;4105.13;46913.57;51018.70;2125.78;14329;55;14384
11/09/2019;4526.12;47144.14;51670.26;2152.93;15716;68;15784
12/09/2019;4547.75;47784.71;52332.46;2180.52;15696;88;15784
13/09/2019;3339.12;48446.08;51785.20;2157.72;11415;62;11477
14/09/2019;2068.33;48850.33;50918.66;2121.61;6296;61;6357
15/09/2019;2812.93;47759.09;50572.02;2107.17;7602;111;7713
16/09/2019;4162.98;46385.46;50548.44;2106.19;14474;138;14612
17/09/2019;4322.33;46086.62;50408.95;2100.37;15318;105;15423
18/09/2019;4669.10;46950.14;51619.24;2150.80;16313;98;16411
19/09/2019;4788.47;47719.75;52508.22;2187.84;16599;139;16738
20/09/2019;4413.48;48448.01;52861.49;2202.56;14775;111;14886
21/09/2019;3052.45;49511.26;52563.71;2190.15;9034;139;9173
22/09/2019;3722.77;48896.22;52618.99;2192.46;10081;223;10304
23/09/2019;4160.47;48980.46;53140.93;2214.21;14454;104;14558
24/09/2019;4542.15;48953.15;53495.30;2228.97;15597;139;15736
25/09/2019;4557.13;48328.38;52885.51;2203.56;16045;109;16154
26/09/2019;4748.47;48286.64;53035.11;2209.80;16561;157;16718
27/09/2019;5132.02;48270.71;53402.73;2225.11;16736;158;16894
28/09/2019;3917.32;48665.91;52583.23;2190.97;11493;331;11824
29/09/2019;3901.63;48804.68;52706.31;2196.10;10889;325;11214
30/09/2019;4286.98;48447.34;52734.32;2197.26;15086;161;15247
01/10/2019;4658.18;48506.71;53164.89;2215.20;16414;159;16573
02/10/2019;4675.75;48331.29;53007.04;2208.63;16303;110;16413
03/10/2019;4804.63;48493.93;53298.56;2220.77;16988;107;17095
04/10/2019;4929.78;48346.09;53275.87;2219.83;16434;197;16631
05/10/2019;4117.68;47655.71;51773.39;2157.22;11905;263;12168
06/10/2019;4142.17;47735.89;51878.06;2161.59;11403;346;11749
07/10/2019;4309.05;48102.95;52412.00;2183.83;15080;163;15243
08/10/2019;4695.45;47263.63;51959.08;2164.96;16590;107;16697
09/10/2019;4733.15;47785.43;52518.58;2188.27;16803;95;16898
10/10/2019;4928.58;48547.55;53476.13;2228.17;17054;92;17146
11/10/2019;4905.32;49078.90;53984.22;2249.34;16651;174;16825
12/10/2019;3576.07;50119.61;53695.68;2237.32;10330;330;10660
13/10/2019;3603.07;50058.89;53661.96;2235.92;10399;288;10687
14/10/2019;3066.07;50839.20;53905.27;2246.05;10791;76;10867
15/10/2019;4065.02;49753.71;53818.73;2242.45;14335;122;14457
16/10/2019;4079.73;48748.66;52828.39;2201.18;14963;81;15044
17/10/2019;3736.18;48190.00;51926.18;2163.59;12624;67;12691
18/10/2019;3917.33;48253.48;52170.81;2173.78;13985;69;14054
19/10/2019;3137.68;48747.54;51885.22;2161.88;9535;162;9697
20/10/2019;2391.50;49265.47;51656.97;2152.37;7296;94;7390
21/10/2019;3730.20;48601.01;52331.21;2180.47;13179;94;13273
22/10/2019;2728.85;48804.97;51533.82;2147.24;9351;47;9398
23/10/2019;2669.63;48561.18;51230.81;2134.62;9504;26;9530
24/10/2019;3868.27;47342.22;51210.49;2133.77;14197;103;14300
25/10/2019;4170.75;45980.31;50151.06;2089.63;14558;184;14742
26/10/2019;3644.27;46399.88;50044.15;2085.17;10766;267;11033
27/10/2019;3469.47;48968.45;52437.92;2097.52;9611;195;9806
28/10/2019;3730.20;45977.19;49707.39;2071.14;13690;101;13791
29/10/2019;4093.52;44780.50;48874.02;2036.42;14629;83;14712
30/10/2019;4011.65;45085.18;49096.83;2045.70;14473;89;14562
31/10/2019;4154.13;45656.45;49810.58;2075.44;14167;131;14298
01/11/2019;2924.87;46746.99;49671.86;2069.66;8313;259;8572
02/11/2019;2752.08;47343.28;50095.36;2087.31;8203;299;8502
03/11/2019;2600.15;47463.46;50063.61;2085.98;7676;153;7829
04/11/2019;3037.73;46973.84;50011.57;2083.82;10816;60;10876
05/11/2019;3190.32;47120.05;50310.37;2096.27;11343;49;11392
06/11/2019;3677.18;47352.91;51030.09;2126.25;13590;53;13643
07/11/2019;3291.27;48271.04;51562.31;2148.43;12483;62;12545
08/11/2019;3623.75;48460.32;52084.07;2170.17;12799;85;12884
09/11/2019;2385.73;50522.51;52908.24;2204.51;7016;124;7140
10/11/2019;2481.57;50499.62;52981.19;2207.55;7631;161;7792
11/11/2019;3276.08;50034.25;53310.33;2221.26;11699;68;11767
12/11/2019;3302.65;50002.60;53305.25;2221.05;12291;41;12332
13/11/2019;3438.53;49788.74;53227.27;2217.80;12586;59;12645
14/11/2019;2955.08;50606.90;53561.98;2231.75;10621;71;10692
15/11/2019;3375.27;51249.86;54625.13;2276.05;12017;32;12049
16/11/2019;2653.35;52055.93;54709.28;2279.55;8483;121;8604
17/11/2019;1914.30;51995.40;53909.70;2246.24;5688;77;5765
18/11/2019;2999.27;51211.01;54210.28;2258.76;11264;39;11303
19/11/2019;3181.53;50575.98;53757.51;2239.90;11778;31;11809
20/11/2019;2276.58;52037.24;54313.82;2263.08;8186;10;8196
21/11/2019;2719.92;51494.14;54214.06;2258.92;9639;21;9660
22/11/2019;2075.55;51540.78;53616.33;2234.01;6469;10;6479
23/11/2019;2622.95;51210.02;53832.97;2243.04;8035;102;8137
24/11/2019;2545.52;50858.30;53403.82;2225.16;7469;135;7604
25/11/2019;3304.98;50394.02;53699.00;2237.46;11711;68;11779
26/11/2019;2767.10;50326.95;53094.05;2212.25;9535;38;9573
27/11/2019;3602.57;50229.68;53832.25;2243.01;12437;58;12495
28/11/2019;3627.05;50396.04;54023.09;2250.96;12336;47;12383
29/11/2019;3434.40;50069.44;53503.84;2229.33;11597;38;11635
30/11/2019;2830.12;50300.06;53130.18;2213.76;8064;88;8152
01/12/2019;1300.47;51382.74;52683.21;2195.13;3259;20;3279
02/12/2019;3327.95;50137.34;53465.29;2227.72;10630;73;10703
03/12/2019;3328.12;48175.84;51503.96;2146.00;11678;40;11718
04/12/2019;2577.00;48953.08;51530.08;2147.09;8406;19;8425
05/12/2019;3462.13;48871.99;52334.12;2180.59;11623;37;11660
06/12/2019;2587.20;49246.87;51834.07;2159.75;7037;108;7145
07/12/2019;2440.28;49375.58;51815.86;2158.99;6646;181;6827
08/12/2019;1645.47;49977.56;51623.03;2150.96;4527;53;4580
09/12/2019;1976.55;49809.32;51785.87;2157.74;5813;64;5877
10/12/2019;2847.77;48535.50;51383.27;2140.97;10547;29;10576
11/12/2019;2880.92;49680.37;52561.29;2190.05;10406;12;10418
12/12/2019;2392.67;49680.37;52073.04;2169.71;7730;6;7736
13/12/2019;3294.58;49680.37;52974.95;2207.29;10828;6;10834
14/12/2019;3211.62;50015.10;53226.72;2217.78;7969;3;7972
15/12/2019;2550.63;50265.38;52816.01;2200.67;6714;1;6715
16/12/2019;2892.77;49680.37;52573.14;2190.55;9849;0;9849
17/12/2019;2895.35;49680.37;52575.72;2190.66;8865;0;8865
18/12/2019;3009.48;49680.37;52689.85;2195.41;10070;1;10071
19/12/2019;1948.97;49680.37;51629.34;2151.22;5662;0;5662
20/12/2019;1924.97;49680.37;51605.34;2150.22;5624;0;5624
21/12/2019;1931.62;50015.10;51946.72;2164.45;5353;0;5353
22/12/2019;1854.58;50265.38;52119.96;2171.67;4891;0;4891
23/12/2019;2062.05;49680.37;51742.42;2155.93;6109;0;6109
24/12/2019;1454.17;49680.37;51134.54;2130.61;4068;0;4068
25/12/2019;947.73;50265.38;51213.11;2133.88;2483;0;2483
26/12/2019;1913.35;49680.37;51593.72;2149.74;5904;0;5904
27/12/2019;2281.45;49984.27;52265.72;2177.74;6387;0;6387
28/12/2019;1611.00;50654.62;52265.62;2177.73;5058;0;5058
29/12/2019;1502.70;50910.39;52413.09;2183.88;4616;0;4616
30/12/2019;1731.80;51022.31;52754.11;2198.09;5772;0;5772
31/12/2019;1699.80;51762.65;53462.45;2227.60;5270;0;5270
01/01/2020;1085.25;52857.86;53943.11;2247.63;3215;0;3215
02/01/2020;1660.75;53083.18;54743.93;2281.00;5911;0;5911
03/01/2020;1768.85;52247.06;54015.91;2250.66;6180;0;6180
04/01/2020;1609.85;52156.96;53766.81;2240.28;5502;0;5502
05/01/2020;1666.27;52353.60;54019.87;2250.83;5389;1;5390
06/01/2020;1529.60;52979.18;54508.78;2271.20;4043;1;4044
07/01/2020;2408.37;52637.86;55046.23;2293.59;8833;0;8833
08/01/2020;2633.42;51652.76;54286.18;2261.92;10315;2;10317
09/01/2020;2900.60;51756.40;54657.00;2277.38;10623;1;10624
10/01/2020;2890.23;51538.33;54428.56;2267.86;10787;5;10792
11/01/2020;2354.82;51615.92;53970.74;2248.78;7407;32;7439
12/01/2020;2131.95;52087.77;54219.72;2259.16;6493;31;6524
13/01/2020;2543.57;52197.96;54741.53;2280.90;9581;16;9597
14/01/2020;2772.22;52333.38;55105.60;2296.07;10268;12;10280
15/01/2020;2840.87;55746.07;58586.94;2441.12;10410;32;10442
16/01/2020;3150.65;55958.88;59109.53;2462.90;11279;37;11316
17/01/2020;3200.52;55759.81;58960.33;2456.68;11216;63;11279
18/01/2020;1753.32;57163.88;58917.20;2454.88;5174;43;5217
19/01/2020;1939.72;56786.26;58725.98;2446.92;5794;48;5842
20/01/2020;2235.02;57018.67;59253.69;2468.90;7814;17;7831
21/01/2020;1903.80;57712.20;59616.00;2484.00;6611;11;6622
22/01/2020;2230.97;57385.03;59616.00;2484.00;8339;24;8363
23/01/2020;2912.61;56703.39;59616.00;2484.00;10505;47;10552
24/01/2020;2257.32;57358.68;59616.00;2484.00;7867;17;7884
25/01/2020;1498.87;58117.13;59616.00;2484.00;4533;20;4553
26/01/2020;2189.63;57426.37;59616.00;2484.00;6467;67;6534
27/01/2020;2352.36;57263.64;59616.00;2484.00;8493;10;8503
28/01/2020;2731.65;56884.35;59616.00;2484.00;10012;12;10024
29/01/2020;2945.27;56256.14;59201.41;2466.73;11184;21;11205
30/01/2020;3024.45;56591.55;59616.00;2484.00;11009;31;11040
31/01/2020;3283.57;56332.43;59616.00;2484.00;11585;72;11657
01/02/2020;2822.07;56793.93;59616.00;2484.00;8166;141;8307
02/02/2020;2307.11;57308.89;59616.00;2484.00;6866;73;6939
03/02/2020;3228.62;56387.38;59616.00;2484.00;11449;75;11524
04/02/2020;3377.01;56070.41;59447.42;2476.98;12311;57;12368
05/02/2020;3339.08;56276.92;59616.00;2484.00;12364;40;12404
06/02/2020;3308.85;56307.15;59616.00;2484.00;11899;70;11969
07/02/2020;3381.73;56234.27;59616.00;2484.00;12031;51;12082
08/02/2020;2191.90;57168.26;59360.16;2473.34;7528;76;7604
09/02/2020;2294.34;57321.66;59616.00;2484.00;6903;120;7023
10/02/2020;3091.02;56524.98;59616.00;2484.00;11402;53;11455
11/02/2020;3182.88;56433.12;59616.00;2484.00;11842;28;11870
12/02/2020;3231.00;56385.00;59616.00;2484.00;12087;36;12123
13/02/2020;3370.97;56245.03;59616.00;2484.00;12551;55;12606
14/02/2020;3647.57;55642.13;59289.70;2470.40;12499;110;12609
15/02/2020;2824.87;56791.13;59616.00;2484.00;8574;166;8740
16/02/2020;2934.65;56681.35;59616.00;2484.00;8192;162;8354
17/02/2020;3051.97;56564.03;59616.00;2484.00;11231;57;11288
18/02/2020;3269.56;56346.44;59616.00;2484.00;12175;43;12218
19/02/2020;3505.67;56110.33;59616.00;2484.00;12898;53;12951
20/02/2020;3670.55;56233.45;59904.00;2496.00;13036;54;13090
21/02/2020;3692.02;56211.98;59904.00;2496.00;12789;64;12853
22/02/2020;3106.89;56797.11;59904.00;2496.00;9038;218;9256
23/02/2020;3021.13;56882.87;59904.00;2496.00;8298;226;8524
24/02/2020;3410.96;56493.04;59904.00;2496.00;12177;85;12262
25/02/2020;3476.38;56427.62;59904.00;2496.00;12646;62;12708
26/02/2020;3719.34;56184.66;59904.00;2496.00;13133;70;13203
27/02/2020;3815.64;56088.36;59904.00;2496.00;13170;109;13279
28/02/2020;3666.04;56237.96;59904.00;2496.00;12510;117;12627
29/02/2020;2456.30;57447.70;59904.00;2496.00;7732;130;7862
01/03/2020;2050.22;57853.78;59904.00;2496.00;6325;134;6459
02/03/2020;2469.76;57434.24;59904.00;2496.00;9025;50;9075
03/03/2020;3245.15;56658.85;59904.00;2496.00;11502;34;11536
