DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
19/05/2022;4896.32;66101.78;70998.10;2958.25;14491;11;14502
20/05/2022;4867.59;66232.47;71100.06;2962.50;13462;19;13481
21/05/2022;3715.53;67420.47;71136.00;2964.00;9747;27;9774
22/05/2022;3491.20;67644.80;71136.00;2964.00;9082;61;9143
23/05/2022;4467.71;66668.29;71136.00;2964.00;12386;14;12400
24/05/2022;4364.41;66771.59;71136.00;2964.00;12736;21;12757
25/05/2022;4912.55;66223.45;71136.00;2964.00;13665;11;13676
26/05/2022;4911.33;66224.67;71136.00;2964.00;13857;38;13895
27/05/2022;4572.25;66313.44;70885.69;2953.57;13452;82;13534
28/05/2022;3958.45;67177.55;71136.00;2964.00;10583;129;10712
29/05/2022;4340.43;66795.57;71136.00;2964.00;10512;92;10604
30/05/2022;4247.79;66888.21;71136.00;2964.00;11821;39;11860
31/05/2022;5146.51;65989.49;71136.00;2964.00;14083;41;14124
01/06/2022;5164.35;65971.65;71136.00;2964.00;14382;36;14418
02/06/2022;5186.35;64477.72;69664.07;2902.67;14557;17;14574
03/06/2022;5210.42;64741.95;69952.37;2914.68;14176;91;14267
04/06/2022;4050.87;65913.24;69964.11;2915.17;10409;91;10500
05/06/2022;3895.93;67240.07;71136.00;2964.00;9369;63;9432
06/06/2022;4713.95;66422.05;71136.00;2964.00;13315;42;13357
07/06/2022;5157.87;65854.32;71012.19;2958.84;14484;32;14516
08/06/2022;5183.54;65100.82;70284.36;2928.52;14839;44;14883
09/06/2022;5355.47;65517.68;70873.15;2953.05;15172;43;15215
10/06/2022;4899.42;66236.58;71136.00;2964.00;14015;35;14050
11/06/2022;4183.00;66953.00;71136.00;2964.00;10114;48;10162
12/06/2022;3528.60;67607.40;71136.00;2964.00;9224;55;9279
13/06/2022;4334.40;66801.60;71136.00;2964.00;12788;35;12823
14/06/2022;5005.33;66130.67;71136.00;2964.00;14087;16;14103
15/06/2022;5016.98;66119.02;71136.00;2964.00;14405;18;14423
16/06/2022;4601.70;66534.30;71136.00;2964.00;13678;7;13685
17/06/2022;4497.87;66638.13;71136.00;2964.00;12918;5;12923
18/06/2022;3600.13;67535.87;71136.00;2964.00;10022;49;10071
19/06/2022;3526.15;66468.73;69994.88;2916.45;9065;46;9111
20/06/2022;4380.53;65430.59;69811.12;2908.80;12473;29;12502
21/06/2022;4985.86;65628.68;70614.54;2942.27;14253;37;14290
22/06/2022;5187.04;65414.15;70601.19;2941.72;14525;62;14587
23/06/2022;5037.33;66098.67;71136.00;2964.00;13920;24;13944
24/06/2022;4898.10;65561.44;70459.54;2935.81;13471;21;13492
25/06/2022;3729.90;66600.46;70330.36;2930.43;9691;67;9758
26/06/2022;3570.41;66172.32;69742.73;2905.95;8991;90;9081
27/06/2022;4785.50;66186.05;70971.55;2957.15;12582;46;12628
28/06/2022;4876.85;65865.32;70742.17;2947.59;13316;55;13371
29/06/2022;5142.98;65836.19;70979.17;2957.47;13440;51;13491
30/06/2022;4836.62;66299.38;71136.00;2964.00;13421;47;13468
01/07/2022;4852.66;65941.39;70794.32;2949.76;12908;24;12932
02/07/2022;3853.25;67282.75;71136.00;2964.00;9861;57;9918
03/07/2022;3539.42;67099.15;70638.57;2943.27;8925;42;8967
04/07/2022;4455.78;65580.36;70036.14;2918.17;12800;69;12869
05/07/2022;4884.31;65490.15;70374.46;2932.27;13851;32;13883
06/07/2022;5065.49;64711.76;69777.25;2907.39;13435;28;13463
07/07/2022;5006.40;65336.44;70342.84;2930.95;13525;19;13544
08/07/2022;4806.23;65207.10;70013.33;2917.22;12519;44;12563
09/07/2022;3598.13;66118.31;69716.44;2904.85;8592;40;8632
10/07/2022;3253.63;66110.95;69364.58;2890.19;7916;24;7940
11/07/2022;4189.90;65308.83;69498.73;2895.78;11839;30;11869
12/07/2022;4222.11;65152.40;69374.51;2890.60;12047;40;12087
13/07/2022;4522.22;64683.33;69205.55;2883.56;13244;25;13269
14/07/2022;4449.53;64610.90;69060.43;2877.52;12572;18;12590
15/07/2022;4007.41;65230.17;69237.58;2884.90;10985;28;11013
16/07/2022;2950.23;66017.19;68967.42;2873.64;7632;45;7677
17/07/2022;2772.74;65628.51;68401.25;2850.05;7087;30;7117
18/07/2022;3733.27;64682.63;68415.90;2850.66;10850;19;10869
19/07/2022;4573.50;64457.22;69030.72;2876.28;12384;6;12390
20/07/2022;4566.59;65081.60;69648.19;2902.01;12791;11;12802
21/07/2022;4368.30;64975.45;69343.75;2889.32;12361;13;12374
22/07/2022;3831.90;65510.80;69342.70;2889.28;10518;7;10525
23/07/2022;2838.95;67465.89;70304.84;2929.37;6959;24;6983
24/07/2022;2448.82;67583.62;70032.44;2918.02;5946;6;5952
25/07/2022;2544.17;67130.65;69674.82;2903.12;6137;23;6160
26/07/2022;3805.40;66875.67;70681.07;2945.04;10881;12;10893
27/07/2022;4018.73;66758.14;70776.87;2949.04;11534;13;11547
28/07/2022;4253.85;66558.40;70812.25;2950.51;11703;19;11722
29/07/2022;3914.88;65867.53;69782.41;2907.60;10135;13;10148
30/07/2022;2760.80;66846.60;69607.40;2900.31;7001;19;7020
31/07/2022;2652.83;66157.93;68810.76;2867.12;6977;12;6989
01/08/2022;3227.20;65219.20;68446.40;2851.93;8977;16;8993
02/08/2022;3049.22;65377.54;68426.76;2851.12;9005;28;9033
03/08/2022;3193.26;66106.49;69299.75;2887.49;8977;3;8980
04/08/2022;3331.95;66148.54;69480.49;2895.02;8908;10;8918
05/08/2022;3163.24;66716.10;69879.34;2911.64;8253;29;8282
06/08/2022;2725.22;66869.62;69594.84;2899.79;6358;29;6387
07/08/2022;2438.27;66259.65;68697.92;2862.41;5941;51;5992
08/08/2022;2967.18;65096.84;68064.02;2836.00;8145;29;8174
09/08/2022;3266.22;65519.77;68785.99;2866.08;8757;25;8782
10/08/2022;3418.42;64794.34;68212.76;2842.20;9008;29;9037
11/08/2022;3327.97;64267.57;67595.54;2816.48;8790;16;8806
12/08/2022;2905.78;65172.30;68078.08;2836.59;7456;14;7470
13/08/2022;2304.12;66616.04;68920.16;2871.67;5075;16;5091
14/08/2022;2383.31;66318.86;68702.17;2862.59;4880;49;4929
15/08/2022;2333.38;66536.66;68870.04;2869.59;4850;36;4886
16/08/2022;2577.72;67035.88;69613.60;2900.57;7236;12;7248
17/08/2022;2907.84;66493.39;69401.23;2891.72;7349;11;7360
18/08/2022;3718.75;66681.02;70399.77;2933.32;9308;18;9326
19/08/2022;2793.04;66880.61;69673.65;2903.07;7298;7;7305
20/08/2022;2415.68;67469.08;69884.76;2911.87;5883;8;5891
21/08/2022;2496.31;66863.98;69360.29;2890.01;5736;17;5753
22/08/2022;3217.00;66490.49;69707.49;2904.48;8362;18;8380
23/08/2022;3413.53;66617.35;70030.88;2917.95;9267;13;9280
24/08/2022;3977.34;65784.33;69761.67;2906.74;10168;46;10214
25/08/2022;3908.18;66523.91;70432.09;2934.67;9930;32;9962
26/08/2022;3326.17;67424.58;70750.75;2947.95;9017;50;9067
27/08/2022;4034.97;66901.19;70936.16;2955.67;9424;64;9488
28/08/2022;3043.72;65942.02;68985.74;2874.41;7415;41;7456
29/08/2022;3823.85;65900.09;69723.94;2905.16;10169;14;10183
30/08/2022;4351.08;65727.08;70078.16;2919.92;11962;8;11970
31/08/2022;4823.42;65800.04;70623.46;2942.64;12788;18;12806
01/09/2022;4780.28;65996.55;70776.83;2949.03;12367;9;12376
02/09/2022;4400.05;65040.47;69440.52;2893.36;11978;22;12000
03/09/2022;4200.58;64317.63;68518.21;2854.93;10231;37;10268
04/09/2022;3923.57;64034.37;67957.94;2831.58;8781;31;8812
05/09/2022;5091.91;63760.59;68852.50;2868.85;12841;30;12871
06/09/2022;5153.98;63229.27;68383.25;2849.30;13643;16;13659
07/09/2022;5064.66;63640.25;68704.91;2862.70;13347;14;13361
08/09/2022;5494.50;63548.68;69043.18;2876.80;14323;19;14342
09/09/2022;5228.55;62699.55;67928.10;2830.34;13894;26;13920
10/09/2022;4470.93;61968.11;66439.04;2768.29;10593;49;10642
11/09/2022;4437.09;61428.42;65865.51;2744.40;10103;56;10159
12/09/2022;4326.94;61953.49;66280.43;2761.68;11310;18;11328
13/09/2022;4356.18;62587.59;66943.77;2789.32;10221;44;10265
14/09/2022;5131.48;60934.50;66065.98;2752.75;14051;40;14091
15/09/2022;5011.53;61598.66;66610.19;2775.42;12309;30;12339
16/09/2022;5521.95;61020.35;66542.30;2772.60;13947;41;13988
17/09/2022;4675.47;61551.12;66226.59;2759.44;10750;52;10802
18/09/2022;4633.50;61556.93;66190.43;2757.93;10402;47;10449
19/09/2022;5046.38;62023.20;67069.58;2794.57;13363;44;13407
20/09/2022;5336.92;61672.47;67009.39;2792.06;14206;33;14239
21/09/2022;5623.61;61163.07;66786.68;2782.78;15149;49;15198
22/09/2022;5855.83;59842.04;65697.87;2737.41;15625;44;15669
23/09/2022;5365.87;59904.94;65270.81;2719.62;13388;28;13416
24/09/2022;4700.22;60515.14;65215.36;2717.31;11016;50;11066
25/09/2022;3786.80;61108.99;64895.79;2703.99;8512;22;8534
26/09/2022;4655.92;61094.80;65750.72;2739.61;12328;12;12340
27/09/2022;5445.43;60087.92;65533.35;2730.56;13870;18;13888
28/09/2022;5341.90;60674.18;66016.08;2750.67;14225;14;14239
29/09/2022;4337.15;61845.51;66182.66;2757.61;11548;26;11574
30/09/2022;4992.58;60606.30;65598.88;2733.29;12923;34;12957
01/10/2022;4191.73;60395.10;64586.83;2691.12;10214;52;10266
02/10/2022;4347.25;60162.40;64509.65;2687.90;9962;34;9996
03/10/2022;4613.65;59632.77;64246.42;2676.93;12620;19;12639
04/10/2022;5177.03;60033.10;65210.13;2717.09;14122;9;14131
05/10/2022;5508.54;59450.46;64959.00;2706.63;14753;13;14766
06/10/2022;5312.81;60014.94;65327.75;2721.99;14254;6;14260
07/10/2022;5061.61;61037.56;66099.17;2754.13;13595;17;13612
08/10/2022;4495.29;61991.88;66487.17;2770.30;10783;66;10849
09/10/2022;4074.53;60869.09;64943.62;2705.98;9889;84;9973
10/10/2022;3504.47;61648.67;65153.14;2714.71;9542;18;9560
11/10/2022;4828.62;61507.63;66336.25;2764.01;13029;47;13076
12/10/2022;4097.77;61650.30;65748.07;2739.50;9601;35;9636
13/10/2022;4461.98;60370.23;64832.21;2701.34;13047;40;13087
14/10/2022;4591.48;59868.96;64460.44;2685.85;12839;19;12858
15/10/2022;4105.38;60020.84;64126.22;2671.93;10547;40;10587
16/10/2022;4072.48;59758.92;63831.40;2659.64;9702;28;9730
17/10/2022;4550.36;59099.09;63649.45;2652.06;11984;19;12003
18/10/2022;4732.90;58362.03;63094.93;2628.96;13708;21;13729
19/10/2022;4607.93;59227.08;63835.01;2659.79;12409;21;12430
20/10/2022;3288.45;60532.39;63820.84;2659.20;8417;12;8429
21/10/2022;3924.93;61382.37;65307.30;2721.14;10485;15;10500
22/10/2022;3360.00;61568.53;64928.53;2705.36;8104;40;8144
23/10/2022;2632.27;62266.21;64898.48;2704.10;6422;20;6442
24/10/2022;4149.10;61548.24;65697.34;2737.39;11568;24;11592
25/10/2022;4921.00;60185.94;65106.94;2712.79;13181;16;13197
26/10/2022;4698.22;58176.65;62874.87;2619.79;13340;40;13380
27/10/2022;5038.88;58079.00;63117.88;2629.91;13365;13;13378
28/10/2022;5061.58;58425.45;63487.03;2645.29;12965;25;12990
29/10/2022;3693.31;59953.77;63647.08;2651.96;9280;81;9361
30/10/2022;2831.77;61089.13;63920.90;2556.84;5642;43;5685
